trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
364,False,"{'a': 0.995, 'e': 0.1620982441899554}",20,14,-13.951641447989715,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.995, 'e': 0.1612877529690056}",20,10,18.474960920296585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.995, 'e': 0.1604813142041606}",20,11,6.657099983188362,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.995, 'e': 0.15967890763313977}",20,10,20.429232113905563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.995, 'e': 0.15888051309497409}",35,0,52.54275543469674,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.995, 'e': 0.1580861105294992}",25,20,5.785318177403796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.995, 'e': 0.1572956799768517}",20,16,6.488002903954045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.995, 'e': 0.15650920157696746}",35,18,33.14380796855955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.995, 'e': 0.1557266555690826}",25,15,20.600453728315298,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.995, 'e': 0.1549480222912372}",20,5,12.958131558482162,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.995, 'e': 0.15417328217978102}",25,15,19.411677406710155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.995, 'e': 0.1534024157688821}",30,14,-28.358143716632156,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.995, 'e': 0.1526354036900377}",25,18,12.17693966128562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.995, 'e': 0.1518722266715875}",20,10,-1.470320238394112,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.995, 'e': 0.15111286553822956}",20,0,-35.95549150429685,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
379,False,"{'a': 0.995, 'e': 0.15035730121053842}",20,0,28.482357244161797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.995, 'e': 0.14960551470448571}",30,20,-20.456909439518114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.995, 'e': 0.14885748713096328}",25,15,21.96501513562459,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.995, 'e': 0.14811319969530848}",25,0,-12.2872290847787,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
383,False,"{'a': 0.995, 'e': 0.14737263369683193}",30,13,-10.835989733895335,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
384,False,"{'a': 0.995, 'e': 0.14663577052834778}",25,16,12.91310529732852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.995, 'e': 0.14590259167570604}",20,16,5.064195734522322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.995, 'e': 0.14517307871732751}",25,12,20.507314820010848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.995, 'e': 0.14444721332374086}",20,0,-17.089327514169785,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
388,False,"{'a': 0.995, 'e': 0.14372497725712216}",25,11,16.215777998616367,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.995, 'e': 0.14300635237083656}",20,15,10.91752594882974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.995, 'e': 0.14229132060898236}",30,0,27.007354433631555,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
391,False,"{'a': 0.995, 'e': 0.14157986400593744}",20,7,-11.264231445503382,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
392,False,"{'a': 0.995, 'e': 0.14087196468590776}",20,0,20.55373596922117,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
393,False,"{'a': 0.995, 'e': 0.14016760486247823}",25,15,3.9349606077766746,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.995, 'e': 0.13946676683816583}",30,9,28.953571547035658,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.995, 'e': 0.138769433003975}",30,10,12.772019292561795,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.995, 'e': 0.13807558583895513}",30,16,24.330111036068203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.995, 'e': 0.13738520790976036}",25,11,-30.62134437855763,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
398,False,"{'a': 0.995, 'e': 0.13669828187021155}",30,3,1.3913406165558018,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.995, 'e': 0.13601479046086049}",30,19,-8.742690990396351,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
400,False,"{'a': 0.995, 'e': 0.1353347165085562}",20,16,8.051195455352131,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.995, 'e': 0.1346580429260134}",20,13,-46.58226120495831,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
402,False,"{'a': 0.995, 'e': 0.13398475271138333}",20,4,9.016150540159387,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.995, 'e': 0.13331482894782642}",25,0,30.009625074562024,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.995, 'e': 0.13264825480308728}",25,7,-36.722155565471326,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
405,False,"{'a': 0.995, 'e': 0.13198501352907185}",20,6,15.108079617637037,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.995, 'e': 0.1313250884614265}",20,13,12.954599605691977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.995, 'e': 0.13066846301911936}",25,0,30.06698743179549,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
408,False,"{'a': 0.995, 'e': 0.13001512070402377}",20,0,19.573383379990958,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
409,False,"{'a': 0.995, 'e': 0.12936504510050365}",25,2,10.331410803011549,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
410,False,"{'a': 0.995, 'e': 0.12871821987500112}",20,13,13.70392367123287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.995, 'e': 0.12807462877562611}",25,8,-27.640524673592036,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
412,False,"{'a': 0.995, 'e': 0.12743425563174798}",30,9,-9.596929642936326,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
413,False,"{'a': 0.995, 'e': 0.12679708435358925}",20,12,15.982866174812075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.995, 'e': 0.1261630989318213}",20,0,15.887491050614132,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.995, 'e': 0.1255322834371622}",25,5,19.36296361419064,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.995, 'e': 0.12490462201997637}",20,14,14.304884893744989,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.995, 'e': 0.1242800989098765}",25,13,11.324855625665506,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.995, 'e': 0.12365869841532712}",20,0,1.0689702246687391,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
419,False,"{'a': 0.995, 'e': 0.12304040492325048}",20,14,10.482677619214448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.995, 'e': 0.12242520289863422}",25,3,31.381077096294003,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.995, 'e': 0.12181307688414106}",20,16,7.834741380434185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.995, 'e': 0.12120401149972035}",20,14,11.618887700980444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.995, 'e': 0.12059799144222175}",25,11,27.40727449547596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.995, 'e': 0.11999500148501063}",30,14,18.326890444150223,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.995, 'e': 0.11939502647758558}",20,12,17.128781766454335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.995, 'e': 0.11879805134519765}",25,11,18.875748717141313,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.995, 'e': 0.11820406108847166}",25,11,-32.12041770400458,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
428,False,"{'a': 0.995, 'e': 0.11761304078302931}",25,19,0.48734179976667313,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.995, 'e': 0.11702497557911416}",25,20,10.193705718232419,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.995, 'e': 0.11643985070121858}",20,12,13.20972017415077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.995, 'e': 0.1158576514477125}",20,8,11.545947259701427,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.995, 'e': 0.11527836319047394}",20,1,-23.74699264394026,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
433,False,"{'a': 0.995, 'e': 0.11470197137452157}",20,9,4.648751284144089,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.995, 'e': 0.11412846151764895}",25,13,23.1787601158237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.995, 'e': 0.11355781921006071}",25,0,-1.6861362453640578,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
436,False,"{'a': 0.995, 'e': 0.1129900301140104}",20,6,17.410473253664993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.995, 'e': 0.11242507996344035}",20,0,-5.6119522519046185,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
438,False,"{'a': 0.995, 'e': 0.11186295456362315}",20,16,5.591917396696413,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.995, 'e': 0.11130363979080503}",20,6,21.543103961255255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.995, 'e': 0.110747121591851}",20,14,10.546944013401585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.995, 'e': 0.11019338598389175}",20,16,8.192771040164835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.995, 'e': 0.10964241905397229}",25,12,25.142767507594296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.995, 'e': 0.10909420695870244}",20,9,-20.43022502098022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.995, 'e': 0.10854873592390892}",30,12,18.45551325879917,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.995, 'e': 0.10800599224428938}",35,5,-12.683239076379722,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",1
446,False,"{'a': 0.995, 'e': 0.10746596228306793}",20,6,23.362002406906896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.995, 'e': 0.10692863247165259}",30,16,27.223894651573016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.995, 'e': 0.10639398930929432}",20,12,13.107779584355146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.995, 'e': 0.10586201936274785}",20,8,1.6389822503880414,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
450,False,"{'a': 0.995, 'e': 0.1053327092659341}",20,12,13.551427961483773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.995, 'e': 0.10480604571960443}",25,14,20.898120691002557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.995, 'e': 0.10428201549100642}",30,18,21.542983917882765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.995, 'e': 0.10376060541355138}",20,12,16.194149197219172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.995, 'e': 0.10324180238648363}",20,15,10.859637171274798,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.995, 'e': 0.10272559337455121}",25,11,28.679148760701548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.995, 'e': 0.10221196540767845}",30,17,23.828276991809194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.995, 'e': 0.10170090558064006}",20,10,5.047523920073695,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.995, 'e': 0.10119240105273686}",25,3,14.835828332492797,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.995, 'e': 0.10068643904747317}",25,17,15.617757484503393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.995, 'e': 0.1001830068522358}",30,12,-22.30584110173064,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
461,False,"{'a': 0.995, 'e': 0.09968209181797462}",30,9,-1.2251178861230445,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
462,False,"{'a': 0.995, 'e': 0.09918368135888475}",30,10,34.02909287130057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.995, 'e': 0.09868776295209034}",25,8,11.056275822117517,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
464,False,"{'a': 0.995, 'e': 0.09819432413732988}",20,10,20.023033859751727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.995, 'e': 0.09770335251664322}",25,15,6.4799024990390715,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.995, 'e': 0.09721483575406001}",20,11,6.240472738975193,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.995, 'e': 0.09672876157528972}",25,16,18.61213832769368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.995, 'e': 0.09624511776741326}",20,3,22.02807703910758,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.995, 'e': 0.0957638921785762}",35,18,19.560197832357265,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.995, 'e': 0.09528507271768331}",30,14,-18.547278174462626,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
471,False,"{'a': 0.995, 'e': 0.0948086473540949}",30,13,10.270505135077446,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
472,False,"{'a': 0.995, 'e': 0.09433460411732442}",20,0,8.390978649568417,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
473,False,"{'a': 0.995, 'e': 0.0938629310967378}",25,0,39.481870712438784,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.995, 'e': 0.09339361644125412}",30,14,26.732276547562478,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.995, 'e': 0.09292664835904783}",20,12,11.369454442557092,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.995, 'e': 0.0924620151172526}",20,13,13.278751421809481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.995, 'e': 0.09199970504166634}",25,0,35.19769132379619,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
478,False,"{'a': 0.995, 'e': 0.091539706516458}",20,0,34.843459856131545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.995, 'e': 0.09108200798387571}",25,8,30.00313896143718,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.995, 'e': 0.09062659794395633}",20,8,18.803316739526792,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.995, 'e': 0.09017346495423655}",25,0,-90.48686351030734,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
482,False,"{'a': 0.995, 'e': 0.08972259762946537}",25,0,41.740745667643466,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.995, 'e': 0.08927398464131804}",20,8,19.720795614559265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.995, 'e': 0.08882761471811144}",30,18,21.828611195206662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.995, 'e': 0.0883834766445209}",25,10,11.510472053329195,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.995, 'e': 0.08794155926129829}",25,10,28.07195021912583,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.995, 'e': 0.0875018514649918}",20,3,32.349771867616454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.995, 'e': 0.08706434220766683}",20,0,-33.43416942576406,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
489,False,"{'a': 0.995, 'e': 0.0866290204966285}",30,15,22.456858950008083,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.995, 'e': 0.08619587539414536}",20,7,22.834962658446084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.995, 'e': 0.08576489601717463}",20,7,-7.80110594680527,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
492,False,"{'a': 0.995, 'e': 0.08533607153708876}",20,7,-16.58519967921604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
493,False,"{'a': 0.995, 'e': 0.08490939117940331}",20,13,13.784894111392289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.995, 'e': 0.0844848442235063}",25,12,24.957197350334102,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.995, 'e': 0.08406242000238877}",20,8,17.444757644149416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.995, 'e': 0.08364210790237682}",25,13,7.921709540822404,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.995, 'e': 0.08322389736286494}",20,14,-0.8714205862391398,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.995, 'e': 0.0828077778760506}",20,1,28.848985577532794,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.995, 'e': 0.08239373898667036}",25,17,15.869842760517352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.995, 'e': 0.081981770291737}",20,13,13.670753659906202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.995, 'e': 0.08157186144027832}",25,18,11.601616829222102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.995, 'e': 0.08116400213307692}",25,10,-14.043752303054038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
503,False,"{'a': 0.995, 'e': 0.08075818212241154}",25,13,21.119712675924557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.995, 'e': 0.08035439121179949}",25,8,-10.85474772304051,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
505,False,"{'a': 0.995, 'e': 0.07995261925574049}",30,12,20.309752802475856,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.995, 'e': 0.07955285615946178}",20,10,18.243473166985325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.995, 'e': 0.07915509187866447}",25,18,10.32001473433289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.995, 'e': 0.07875931641927116}",20,12,15.183410609874542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.995, 'e': 0.0783655198371748}",20,12,14.99553097359737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.995, 'e': 0.07797369223798892}",20,3,32.18117399143736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.995, 'e': 0.07758382377679898}",20,10,19.048211537728466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.995, 'e': 0.07719590465791498}",25,7,25.709183002843073,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.995, 'e': 0.07680992513462541}",30,21,14.979939984124071,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.995, 'e': 0.07642587550895227}",20,16,7.9185295905499675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.995, 'e': 0.07604374613140752}",20,8,19.666520357467803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.995, 'e': 0.07566352740075048}",20,0,24.414026070287942,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.995, 'e': 0.07528520976374672}",20,6,-20.91999518899595,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
518,False,"{'a': 0.995, 'e': 0.074908783714928}",20,2,27.75759234033767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.995, 'e': 0.07453423979635335}",25,14,13.029514355943375,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.995, 'e': 0.07416156859737158}",25,19,11.18205442944986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.995, 'e': 0.07379076075438473}",20,9,21.68499146917073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.995, 'e': 0.0734218069506128}",20,11,17.461144614620153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.995, 'e': 0.07305469791585974}",20,13,0.3397920039977418,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.995, 'e': 0.07268942442628044}",20,10,15.245596386013332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.995, 'e': 0.07232597730414904}",20,12,-28.356765852167896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
526,False,"{'a': 0.995, 'e': 0.07196434741762829}",25,18,13.098795547758765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.995, 'e': 0.07160452568054015}",20,8,24.15969548988917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.995, 'e': 0.07124650305213745}",25,15,24.518811117169964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.995, 'e': 0.07089027053687676}",20,12,11.962938181375959,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.995, 'e': 0.07053581918419238}",20,13,14.697166343215857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.995, 'e': 0.07018314008827141}",20,16,9.579687211654743,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.995, 'e': 0.06983222438783006}",20,14,11.228753899138065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.995, 'e': 0.0694830632658909}",20,6,23.51349373442237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.995, 'e': 0.06913564794956145}",25,17,13.21085111567043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.995, 'e': 0.06878996970981364}",20,12,-8.11382212182376,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
536,False,"{'a': 0.995, 'e': 0.06844601986126457}",25,20,10.50233760065574,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.995, 'e': 0.06810378976195826}",25,17,15.1886034459351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.995, 'e': 0.06776327081314847}",20,6,25.104848953320342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.995, 'e': 0.06742445445908272}",20,13,8.565213300497115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.995, 'e': 0.06708733218678731}",20,10,19.73901449363612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.995, 'e': 0.06675189552585337}",30,11,35.02888405770264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.995, 'e': 0.06641813604822411}",20,10,15.935765925749312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.995, 'e': 0.06608604536798299}",30,14,28.24482003015003,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.995, 'e': 0.06575561514114306}",20,5,22.576528542114914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.995, 'e': 0.06542683706543735}",20,8,11.28105009328273,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.995, 'e': 0.06509970288011016}",30,23,12.329388424100097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.995, 'e': 0.06477420436570962}",20,12,-9.830207506903726,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
548,False,"{'a': 0.995, 'e': 0.06445033334388106}",20,16,8.839653375451705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
