trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
180,False,"{'a': 0.995, 'e': 0.40769130904675205}",30,8,-23.62354936543036,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.995, 'e': 0.4056528525015183}",20,0,4.758751968522539,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
182,False,"{'a': 0.995, 'e': 0.4036245882390107}",20,4,-51.10087977842343,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.995, 'e': 0.40160646529781563}",30,22,12.444709858491853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.995, 'e': 0.3995984329713266}",20,0,12.186768487162068,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.995, 'e': 0.39760044080646995}",20,0,-52.88187423359373,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
186,False,"{'a': 0.995, 'e': 0.39561243860243755}",30,20,17.713588993606248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.995, 'e': 0.3936343764094254}",25,17,-11.384268089147115,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.995, 'e': 0.39166620452737827}",30,0,-4.560247102103918,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.995, 'e': 0.3897078735047414}",20,0,-23.038256550148624,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
190,False,"{'a': 0.995, 'e': 0.38775933413721764}",25,0,-36.31340375961877,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
191,False,"{'a': 0.995, 'e': 0.38582053746653155}",25,0,-35.082244799554545,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.995, 'e': 0.3838914347791989}",20,5,-23.483323708217906,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
193,False,"{'a': 0.995, 'e': 0.38197197760530294}",25,0,19.80108411728589,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.995, 'e': 0.3800621177172764}",25,0,-46.92128503320429,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
195,False,"{'a': 0.995, 'e': 0.37816180712869}",30,0,-90.83332211187704,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
196,False,"{'a': 0.995, 'e': 0.37627099809304654}",20,0,-38.66004266461302,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.995, 'e': 0.3743896431025813}",20,0,-52.67316456641913,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
198,False,"{'a': 0.995, 'e': 0.37251769488706843}",25,9,-33.41347965064087,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
199,False,"{'a': 0.995, 'e': 0.3706551064126331}",30,0,-15.684275357042601,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
200,False,"{'a': 0.995, 'e': 0.3688018308805699}",25,0,28.09024135848991,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.995, 'e': 0.36695782172616703}",30,8,-5.585998904608334,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.995, 'e': 0.3651230326175362}",25,0,1.9814552937385936,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.995, 'e': 0.36329741745444855}",30,0,-36.74921837966517,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
204,False,"{'a': 0.995, 'e': 0.3614809303671763}",30,0,1.9084956358964007,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
205,False,"{'a': 0.995, 'e': 0.3596735257153404}",30,0,-147.8344964876975,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
206,False,"{'a': 0.995, 'e': 0.35787515808676373}",25,20,9.698555381025379,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.995, 'e': 0.35608578229632987}",20,1,-7.284447027915906,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
208,False,"{'a': 0.995, 'e': 0.35430535338484825}",25,0,-22.04257073029644,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
209,False,"{'a': 0.995, 'e': 0.352533826617924}",20,2,-41.218085929601834,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
210,False,"{'a': 0.995, 'e': 0.3507711574848344}",20,10,-58.60905241867257,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
211,False,"{'a': 0.995, 'e': 0.3490173016974102}",20,6,-70.91612288799857,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
212,False,"{'a': 0.995, 'e': 0.34727221518892315}",25,0,-17.28514789227692,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
213,False,"{'a': 0.995, 'e': 0.34553585411297855}",20,4,-9.242747966712168,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
214,False,"{'a': 0.995, 'e': 0.3438081748424136}",25,0,-98.18571044755903,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
215,False,"{'a': 0.995, 'e': 0.34208913396820156}",20,12,-8.254921593592549,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.995, 'e': 0.34037868829836054}",20,7,19.974249835924464,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.995, 'e': 0.33867679485686875}",20,9,-29.378356128821633,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.995, 'e': 0.3369834108825844}",30,0,-71.21627234778455,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
219,False,"{'a': 0.995, 'e': 0.33529849382817145}",35,12,-28.585043490603567,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 0.995, 'e': 0.33362200135903064}",20,6,-36.014955395317145,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.995, 'e': 0.33195389135223546}",35,23,-26.785984218051176,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.995, 'e': 0.3302941218954743}",25,3,-11.472080695729806,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
223,False,"{'a': 0.995, 'e': 0.3286426512859969}",20,5,10.093847889237471,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.995, 'e': 0.32699943802956694}",25,11,20.71220399359636,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.995, 'e': 0.32536444083941907}",20,11,5.087639391022617,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.995, 'e': 0.323737618635222}",20,12,13.217710491740315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.995, 'e': 0.3221189305420459}",30,3,0.08312734880289452,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.995, 'e': 0.32050833588933564}",30,21,17.832938143937863,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.995, 'e': 0.31890579420988896}",20,0,-146.2786872626459,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
230,False,"{'a': 0.995, 'e': 0.3173112652388395}",20,0,-27.22462906815249,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
231,False,"{'a': 0.995, 'e': 0.3157247089126453}",20,0,-33.249252058852626,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
232,False,"{'a': 0.995, 'e': 0.3141460853680821}",20,0,6.0559007841971715,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.995, 'e': 0.31257535494124167}",25,18,-24.15746114874901,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
234,False,"{'a': 0.995, 'e': 0.3110124781665355}",30,12,-33.41666095223642,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.995, 'e': 0.3094574157757028}",30,8,4.333822186030306,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.995, 'e': 0.30791012869682427}",25,17,13.436515858980494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.995, 'e': 0.30637057805334017}",30,19,16.008190203172756,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.995, 'e': 0.3048387251630735}",20,0,-0.7271324872200574,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
239,False,"{'a': 0.995, 'e': 0.30331453153725807}",30,13,-17.23740463605927,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
240,False,"{'a': 0.995, 'e': 0.3017979588795718}",20,0,-20.588025259836044,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
241,False,"{'a': 0.995, 'e': 0.30028896908517394}",25,0,25.94998106718038,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.995, 'e': 0.2987875242397481}",20,5,-8.659561029515913,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.995, 'e': 0.2972935866185493}",20,0,-3.8582143366561334,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
244,False,"{'a': 0.995, 'e': 0.29580711868545656}",20,9,6.1680567516100515,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.995, 'e': 0.2943280830920293}",20,0,24.737082001619854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.995, 'e': 0.29285644267656913}",20,10,17.143571374211014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.995, 'e': 0.2913921604631863}",25,13,2.142622459721902,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.995, 'e': 0.2899351996608704}",20,0,-32.91893132048437,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
249,False,"{'a': 0.995, 'e': 0.288485523662566}",20,0,-125.46231982253208,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
250,False,"{'a': 0.995, 'e': 0.2870430960442532}",20,7,-11.640424889472282,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
251,False,"{'a': 0.995, 'e': 0.2856078805640319}",25,16,4.554975790239654,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.995, 'e': 0.28417984116121175}",20,7,-43.05285632970548,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
253,False,"{'a': 0.995, 'e': 0.2827589419554057}",25,0,-2.6058254718666247,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
254,False,"{'a': 0.995, 'e': 0.28134514724562865}",30,4,-74.71051455085345,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 2}",1
255,False,"{'a': 0.995, 'e': 0.2799384215094005}",30,14,-50.86156178447786,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
256,False,"{'a': 0.995, 'e': 0.27853872940185354}",25,2,-1.0264690539115204,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.995, 'e': 0.27714603575484426}",25,11,-4.734721966136002,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.995, 'e': 0.27576030557607}",25,13,-20.089921215936133,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
259,False,"{'a': 0.995, 'e': 0.2743815040481897}",20,6,11.263063428079185,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.995, 'e': 0.2730095965279487}",35,0,-74.68216551815433,"{0: 29, 1: 0, 2: 3, 3: 2, 4: 1}",0
261,False,"{'a': 0.995, 'e': 0.271644548545309}",20,0,0.05206435166878909,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
262,False,"{'a': 0.995, 'e': 0.27028632580258244}",20,0,-119.62359709561807,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
263,False,"{'a': 0.995, 'e': 0.2689348941735695}",20,13,12.739922726611933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.995, 'e': 0.2675902197027017}",20,4,-23.38472091897277,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.995, 'e': 0.26625226860418816}",25,14,13.37938474823379,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.995, 'e': 0.26492100726116724}",20,10,-18.842959560220223,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.995, 'e': 0.26359640222486136}",25,0,-83.68158154483203,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
268,False,"{'a': 0.995, 'e': 0.2622784202137371}",25,0,-107.13623014912248,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
269,False,"{'a': 0.995, 'e': 0.26096702811266836}",25,0,-9.152039866194691,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
270,False,"{'a': 0.995, 'e': 0.259662192972105}",30,5,-11.031588143173176,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
271,False,"{'a': 0.995, 'e': 0.2583638820072445}",25,10,-18.486092090450995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.995, 'e': 0.2570720625972083}",25,17,14.219099190807391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.995, 'e': 0.25578670228422223}",30,16,2.2595251116852104,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.995, 'e': 0.2545077687728011}",25,0,-39.532125449729094,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
275,False,"{'a': 0.995, 'e': 0.25323522992893716}",25,0,-26.295483596283432,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
276,False,"{'a': 0.995, 'e': 0.25196905377929246}",25,10,-19.66621068480234,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.995, 'e': 0.25070920851039596}",30,11,9.165542073943564,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.995, 'e': 0.249455662467844}",25,8,6.522755617804809,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.995, 'e': 0.24820838415550478}",30,13,-15.352360004142927,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
280,False,"{'a': 0.995, 'e': 0.24696734223472724}",25,0,-34.93273614544618,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
281,False,"{'a': 0.995, 'e': 0.2457325055235536}",25,1,5.068146139653033,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
282,False,"{'a': 0.995, 'e': 0.24450384299593586}",25,0,-6.222941054275124,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
283,False,"{'a': 0.995, 'e': 0.24328132378095618}",20,12,14.213178482587582,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.995, 'e': 0.2420649171620514}",20,9,3.519244477924274,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.995, 'e': 0.24085459257624114}",30,23,11.607083832114887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.995, 'e': 0.23965031961335992}",20,0,6.768555174234324,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
287,False,"{'a': 0.995, 'e': 0.23845206801529312}",20,14,6.802040290590872,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.995, 'e': 0.23725980767521665}",30,10,-43.75625498176915,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
289,False,"{'a': 0.995, 'e': 0.23607350863684057}",20,10,17.26511482217225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.995, 'e': 0.23489314109365636}",25,8,28.766370805732763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.995, 'e': 0.23371867538818808}",35,17,14.718346200941145,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.995, 'e': 0.23255008201124713}",25,12,13.850984997617516,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.995, 'e': 0.2313873316011909}",20,8,20.098742908468864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.995, 'e': 0.23023039494318495}",20,8,22.888866652840463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.995, 'e': 0.22907924296846902}",20,10,-46.46335353497362,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
296,False,"{'a': 0.995, 'e': 0.22793384675362668}",25,0,28.810664779635506,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.995, 'e': 0.22679417751985856}",30,7,-56.835914791412904,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 1}",1
298,False,"{'a': 0.995, 'e': 0.22566020663225925}",25,14,-4.554542142799346,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.995, 'e': 0.22453190559909794}",20,14,4.520238606243495,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.995, 'e': 0.22340924607110246}",30,21,4.417122759062917,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.995, 'e': 0.22229219984074694}",20,13,13.087514332006352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.995, 'e': 0.2211807388415432}",20,10,4.3055896875272355,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.995, 'e': 0.2200748351473355}",20,9,16.86641333500471,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.995, 'e': 0.2189744609715988}",25,18,-5.459688971494056,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.995, 'e': 0.21787958866674081}",35,12,4.179994359234084,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.995, 'e': 0.2167901907234071}",20,9,20.83033779173601,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.995, 'e': 0.2157062397697901}",25,11,24.450905140146386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.995, 'e': 0.21462770857094113}",20,0,17.95479819206184,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.995, 'e': 0.21355457002808642}",30,8,-16.172608250323393,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.995, 'e': 0.212486797177946}",35,25,9.472071032081248,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.995, 'e': 0.21142436319205626}",30,19,20.845926530984872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.995, 'e': 0.21036724137609597}",25,9,5.388027342937428,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.995, 'e': 0.20931540516921548}",25,12,-19.218490162095684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.995, 'e': 0.20826882814336942}",30,19,8.233895540163374,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.995, 'e': 0.20722748400265256}",20,16,8.417196806713578,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.995, 'e': 0.2061913465826393}",20,13,4.279349255787229,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.995, 'e': 0.20516038984972612}",25,11,-42.40036247984656,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
318,False,"{'a': 0.995, 'e': 0.20413458790047748}",30,11,36.62600442973542,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.995, 'e': 0.20311391496097508}",20,7,11.371285407300535,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.995, 'e': 0.20209834538617022}",20,0,-17.92658377738444,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
321,False,"{'a': 0.995, 'e': 0.20108785365923937}",20,8,8.523305693689949,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.995, 'e': 0.20008241439094315}",20,0,-7.513446226440376,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
323,False,"{'a': 0.995, 'e': 0.19908200231898845}",25,8,-16.651276384210444,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.995, 'e': 0.1980865923073935}",25,13,21.645967853084112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.995, 'e': 0.19709615934585653}",20,13,-7.895335780372015,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
326,False,"{'a': 0.995, 'e': 0.19611067854912725}",25,0,29.569155367437308,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.995, 'e': 0.19513012515638162}",30,0,12.20268738933444,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
328,False,"{'a': 0.995, 'e': 0.1941544745305997}",25,17,17.25817016826113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.995, 'e': 0.1931837021579467}",25,12,-0.28403099494239914,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.995, 'e': 0.19221778364715697}",20,9,18.01762463620537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.995, 'e': 0.19125669472892118}",20,7,11.1020593442274,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.995, 'e': 0.19030041125527658}",20,9,-21.08373919484333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.995, 'e': 0.1893489091990002}",20,6,13.692871785974415,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.995, 'e': 0.1884021646530052}",30,12,18.75811159250101,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.995, 'e': 0.18746015382974016}",20,0,-27.678239136121906,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
336,False,"{'a': 0.995, 'e': 0.18652285306059146}",25,12,-10.443226192309638,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.995, 'e': 0.1855902387952885}",30,10,-18.841708107809453,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
338,False,"{'a': 0.995, 'e': 0.18466228760131206}",25,0,28.84466480282851,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
339,False,"{'a': 0.995, 'e': 0.1837389761633055}",20,0,-5.119683314619116,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
340,False,"{'a': 0.995, 'e': 0.18282028128248898}",25,15,19.411537041830154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.995, 'e': 0.18190617987607652}",25,2,22.87055076823647,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.995, 'e': 0.18099664897669615}",25,12,21.233300844538974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.995, 'e': 0.18009166573181265}",30,13,-16.07270789982707,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.995, 'e': 0.1791912074031536}",25,0,-0.9494869866294637,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
345,False,"{'a': 0.995, 'e': 0.17829525136613783}",25,16,2.0591919051926277,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.995, 'e': 0.17740377510930713}",30,17,8.285554173994075,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.995, 'e': 0.1765167562337606}",20,0,0.7964266671971592,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
348,False,"{'a': 0.995, 'e': 0.1756341724525918}",35,24,17.796238854011023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.995, 'e': 0.17475600159032884}",30,21,7.801144172522164,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.995, 'e': 0.1738822215823772}",20,8,15.941548710564941,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.995, 'e': 0.17301281047446532}",20,11,-6.406520340837619,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 0.995, 'e': 0.172147746422093}",25,14,17.449130500908375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.995, 'e': 0.1712870076899825}",20,4,25.71431562208852,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.995, 'e': 0.1704305726515326}",20,16,7.768955062884137,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.995, 'e': 0.16957841978827495}",25,8,28.86696415465501,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.995, 'e': 0.16873052768933355}",25,16,12.211156907326542,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.995, 'e': 0.1678868750508869}",25,3,-68.25120313903183,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 2}",1
358,False,"{'a': 0.995, 'e': 0.16704744067563246}",20,8,24.089623338481818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.995, 'e': 0.1662122034722543}",20,5,19.26859709347852,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.995, 'e': 0.16538114245489302}",30,20,16.231138706164597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.995, 'e': 0.16455423674261857}",20,7,21.830097204839646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.995, 'e': 0.16373146555890547}",20,0,25.79489139709672,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.995, 'e': 0.16291280823111093}",25,10,13.034372943606016,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
